id	url	name	species	revision	steatosis	cholestasis	crystallopathy	tub.necrosis	cfd	ntc
WP5180	https://www.wikipathways.org/instance/WP5180	DYRK1A involvement regarding cell proliferation in brain development	Homo sapiens	2024-07-24	0	0	0	0	1	0
WP4217	https://www.wikipathways.org/instance/WP4217	Ebola virus infection in host	Homo sapiens	2024-07-21	0	0	0	0	0	0
WP262	https://www.wikipathways.org/instance/WP262	Ebstein-Barr virus LMP1 signaling	Homo sapiens	2024-07-22	0	0	1	0	0	0
WP2858	https://www.wikipathways.org/instance/WP2858	Ectoderm differentiation	Homo sapiens	2021-05-12	0	0	0	0	0	1
WP3930	https://www.wikipathways.org/instance/WP3930	EDA signaling in hair follicle development	Homo sapiens	2021-05-07	0	0	0	0	0	0
WP5273	https://www.wikipathways.org/instance/WP5273	Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists	Homo sapiens	2022-12-10	0	0	0	0	0	0
WP5470	https://www.wikipathways.org/instance/WP5470	Effect of omega-3 PUFA on Huntington's disease pathways	Homo sapiens	2024-07-20	0	0	0	0	0	0
WP4320	https://www.wikipathways.org/instance/WP4320	Effect of progerin on genes involved in progeria	Homo sapiens	2024-02-23	0	0	0	0	0	0
WP5443	https://www.wikipathways.org/instance/WP5443	Effects of MFN2 mutation	Homo sapiens	2024-04-23	0	0	0	0	0	0
WP1995	https://www.wikipathways.org/instance/WP1995	Effects of nitric oxide	Homo sapiens	2024-02-22	0	0	0	0	0	0
WP437	https://www.wikipathways.org/instance/WP437	EGF/EGFR signaling	Homo sapiens	2024-05-22	0	0	1	1	1	1
WP4806	https://www.wikipathways.org/instance/WP4806	EGFR tyrosine kinase inhibitor resistance	Homo sapiens	2023-08-29	0	0	1	1	1	0
WP3302	https://www.wikipathways.org/instance/WP3302	eIF5A regulation in response to inhibition of the nuclear export system	Homo sapiens	2016-07-25	0	0	0	0	0	0
WP3931	https://www.wikipathways.org/instance/WP3931	Embryonic stem cell pluripotency pathways	Homo sapiens	2024-07-21	0	0	0	0	1	1
WP474	https://www.wikipathways.org/instance/WP474	Endochondral ossification	Homo sapiens	2024-02-24	0	0	0	0	0	0
WP4808	https://www.wikipathways.org/instance/WP4808	Endochondral ossification with skeletal dysplasias	Homo sapiens	2024-02-24	0	0	0	0	0	0
WP2853	https://www.wikipathways.org/instance/WP2853	Endoderm differentiation	Homo sapiens	2021-05-07	0	0	0	0	0	0
WP4155	https://www.wikipathways.org/instance/WP4155	Endometrial cancer	Homo sapiens	2024-02-14	0	0	0	0	0	0
WP4861	https://www.wikipathways.org/instance/WP4861	Endoplasmic reticulum stress response in coronavirus infection	Homo sapiens	2021-06-05	0	0	0	0	0	0
WP2197	https://www.wikipathways.org/instance/WP2197	Endothelin pathways	Homo sapiens	2024-07-17	0	0	1	0	0	0
WP5396	https://www.wikipathways.org/instance/WP5396	Enterohepatic circulation of bile acids	Homo sapiens	2024-02-12	0	1	0	0	0	0
WP4535	https://www.wikipathways.org/instance/WP4535	Envelope proteins and their potential roles in EDMD physiopathology	Homo sapiens	2024-02-23	0	0	0	0	0	0
WP5440	https://www.wikipathways.org/instance/WP5440	EPAC1 and PKA reduction of retinal inflammation	Homo sapiens	2024-02-04	0	0	0	0	0	0
WP4239	https://www.wikipathways.org/instance/WP4239	Epithelial to mesenchymal transition in colorectal cancer	Homo sapiens	2024-02-22	0	0	0	0	0	0
WP581	https://www.wikipathways.org/instance/WP581	EPO receptor signaling	Homo sapiens	2021-05-17	0	0	1	0	0	1
WP673	https://www.wikipathways.org/instance/WP673	ErbB signaling	Homo sapiens	2024-05-22	0	0	1	0	1	1
WP3853	https://www.wikipathways.org/instance/WP3853	ERK pathway in Huntington's disease	Homo sapiens	2024-03-10	0	0	0	0	0	0
WP5235	https://www.wikipathways.org/instance/WP5235	Estradiol regulation in porto-sinusoidal vascular disease	Homo sapiens	2024-01-22	0	0	0	0	0	0
WP3996	https://www.wikipathways.org/instance/WP3996	Ethanol effects on histone modifications	Homo sapiens	2023-01-30	0	0	0	0	1	1
WP4269	https://www.wikipathways.org/instance/WP4269	Ethanol metabolism production of ROS by CYP2E1	Homo sapiens	2024-03-16	0	0	0	0	1	0
WP5030	https://www.wikipathways.org/instance/WP5030	Ethylmalonic encephalopathy	Homo sapiens	2024-01-30	0	0	0	0	1	0
WP405	https://www.wikipathways.org/instance/WP405	Eukaryotic transcription initiation	Homo sapiens	2023-04-21	0	0	0	0	0	1
WP3297	https://www.wikipathways.org/instance/WP3297	EV release from cardiac cells and their functional effects	Homo sapiens	2023-12-24	0	0	0	0	0	0
WP3408	https://www.wikipathways.org/instance/WP3408	Evolocumab mechanism to reduce LDL cholesterol	Homo sapiens	2024-02-17	0	0	0	0	0	0
WP410	https://www.wikipathways.org/instance/WP410	Exercise-induced circadian regulation	Homo sapiens	2021-05-17	0	0	0	0	0	0
WP2805	https://www.wikipathways.org/instance/WP2805	exRNA mechanism of action and biogenesis	Homo sapiens	2019-09-05	0	0	0	0	0	0
WP2870	https://www.wikipathways.org/instance/WP2870	Extracellular vesicle-mediated signaling in recipient cells	Homo sapiens	2024-05-23	0	0	1	0	0	0
WP4300	https://www.wikipathways.org/instance/WP4300	Extracellular vesicles in the crosstalk of cardiac cells	Homo sapiens	2024-03-28	0	0	0	0	0	0
WP5218	https://www.wikipathways.org/instance/WP5218	Extrafollicular and follicular B cell activation by SARS-CoV-2	Homo sapiens	2024-03-17	0	0	0	0	0	0
WP4400	https://www.wikipathways.org/instance/WP4400	FABP4 in ovarian cancer	Homo sapiens	2024-02-22	0	0	0	0	0	0
WP3850	https://www.wikipathways.org/instance/WP3850	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling	Homo sapiens	2022-02-26	0	0	1	0	0	0
WP5108	https://www.wikipathways.org/instance/WP5108	Familial hyperlipidemia type 1	Homo sapiens	2024-07-23	0	0	0	0	0	0
WP5109	https://www.wikipathways.org/instance/WP5109	Familial hyperlipidemia type 2	Homo sapiens	2024-07-23	0	0	0	0	0	0
WP5110	https://www.wikipathways.org/instance/WP5110	Familial hyperlipidemia type 3	Homo sapiens	2024-07-17	0	0	0	0	0	0
WP5111	https://www.wikipathways.org/instance/WP5111	Familial hyperlipidemia type 4	Homo sapiens	2024-07-23	0	0	0	0	0	0
WP5112	https://www.wikipathways.org/instance/WP5112	Familial hyperlipidemia type 5	Homo sapiens	2024-07-23	0	0	0	0	0	0
WP5102	https://www.wikipathways.org/instance/WP5102	Familial partial lipodystrophy	Homo sapiens	2021-06-20	0	0	0	0	0	0
WP314	https://www.wikipathways.org/instance/WP314	Fas ligand pathway and stress induction of heat shock proteins	Homo sapiens	2023-04-21	0	1	1	0	0	0
WP4553	https://www.wikipathways.org/instance/WP4553	FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma	Homo sapiens	2024-07-26	0	0	0	0	0	0
WP2816	https://www.wikipathways.org/instance/WP2816	Felbamate metabolism	Homo sapiens	2021-05-22	0	0	0	0	0	0
WP5318	https://www.wikipathways.org/instance/WP5318	Female steroid hormones in cardiomyocyte energy metabolism	Homo sapiens	2024-07-25	0	0	0	0	0	0
WP4313	https://www.wikipathways.org/instance/WP4313	Ferroptosis	Homo sapiens	2024-07-28	0	0	0	0	0	0
WP4790	https://www.wikipathways.org/instance/WP4790	FGF23 signaling in hypophosphatemic rickets and related disorders	Homo sapiens	2024-02-24	0	0	1	1	0	0
WP4767	https://www.wikipathways.org/instance/WP4767	FGFR3 signaling in chondrocyte proliferation and terminal differentiation	Homo sapiens	2024-01-30	0	0	0	0	0	0
WP5428	https://www.wikipathways.org/instance/WP5428	FGFR4 p.G388R signaling	Homo sapiens	2024-07-27	0	0	0	0	0	0
WP4136	https://www.wikipathways.org/instance/WP4136	Fibrin complement receptor 3 signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP4238	https://www.wikipathways.org/instance/WP4238	Flavan-3-ol metabolic pathway	Homo sapiens	2024-07-21	0	0	0	0	0	0
WP5431	https://www.wikipathways.org/instance/WP5431	FLT3 p.Gln640SerfsTer8 signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP4966	https://www.wikipathways.org/instance/WP4966	Fluoroacetic acid toxicity	Homo sapiens	2024-07-27	0	0	0	0	0	0
WP1601	https://www.wikipathways.org/instance/WP1601	Fluoropyrimidine activity	Homo sapiens	2023-04-25	0	0	0	0	0	0
WP306	https://www.wikipathways.org/instance/WP306	Focal adhesion	Homo sapiens	2024-05-31	0	0	1	0	1	1
WP3932	https://www.wikipathways.org/instance/WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling	Homo sapiens	2024-05-22	0	0	1	0	1	1
WP1589	https://www.wikipathways.org/instance/WP1589	Folate-alcohol and cancer pathway hypotheses	Homo sapiens	2023-04-28	0	0	0	0	0	0
WP2035	https://www.wikipathways.org/instance/WP2035	Follicle stimulating hormone (FSH) signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP5063	https://www.wikipathways.org/instance/WP5063	FOXP3 in COVID-19	Homo sapiens	2024-07-21	0	0	0	0	0	0
WP4549	https://www.wikipathways.org/instance/WP4549	Fragile X syndrome	Homo sapiens	2024-07-21	0	0	0	0	1	0
WP5091	https://www.wikipathways.org/instance/WP5091	Frustrated phagocytosis leading to malignant pleural mesothelioma	Homo sapiens	2024-06-26	0	0	0	0	0	0
WP3407	https://www.wikipathways.org/instance/WP3407	FTO obesity variant mechanism	Homo sapiens	2024-07-16	0	0	0	0	0	0
WP45	https://www.wikipathways.org/instance/WP45	G1 to S cell cycle control	Homo sapiens	2024-07-28	0	0	0	0	1	1
WP524	https://www.wikipathways.org/instance/WP524	G13 signaling	Homo sapiens	2024-05-22	0	0	0	0	1	0
WP4157	https://www.wikipathways.org/instance/WP4157	GABA metabolism (aka GHB)	Homo sapiens	2024-01-30	0	0	1	1	1	0
WP4159	https://www.wikipathways.org/instance/WP4159	GABA receptor signaling	Homo sapiens	2024-02-20	0	0	0	0	1	0
WP4970	https://www.wikipathways.org/instance/WP4970	Galanin receptor pathway	Homo sapiens	2024-07-23	0	0	0	0	1	0
WP4518	https://www.wikipathways.org/instance/WP4518	Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases	Homo sapiens	2024-01-30	0	0	1	0	0	0
WP5299	https://www.wikipathways.org/instance/WP5299	Ganglio series sphingolipid metabolism	Homo sapiens	2024-07-22	0	0	0	0	0	0
WP1423	https://www.wikipathways.org/instance/WP1423	Ganglio sphingolipid metabolism	Homo sapiens	2021-05-21	0	0	0	0	0	0
WP2596	https://www.wikipathways.org/instance/WP2596	Gastric acid production	Homo sapiens	2024-03-12	0	0	0	0	0	0
WP2361	https://www.wikipathways.org/instance/WP2361	Gastric cancer network 1	Homo sapiens	2021-05-22	0	0	0	0	0	0
WP2363	https://www.wikipathways.org/instance/WP2363	Gastric cancer network 2	Homo sapiens	2021-05-22	0	0	0	0	0	0
WP4659	https://www.wikipathways.org/instance/WP4659	Gastrin signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP5143	https://www.wikipathways.org/instance/WP5143	GDNF signaling	Homo sapiens	2021-12-21	0	0	0	0	1	0
WP4830	https://www.wikipathways.org/instance/WP4830	GDNF/RET signaling axis	Homo sapiens	2023-02-01	0	0	1	1	0	0
WP2854	https://www.wikipathways.org/instance/WP2854	Gene regulatory network modeling somitogenesis	Homo sapiens	2024-02-05	0	0	0	0	0	1
WP5033	https://www.wikipathways.org/instance/WP5033	Genes associated with the development of rheumatoid arthritis	Homo sapiens	2024-07-23	0	0	0	0	0	0
WP4823	https://www.wikipathways.org/instance/WP4823	Genes controlling nephrogenesis	Homo sapiens	2021-06-17	0	0	0	0	0	0
WP4536	https://www.wikipathways.org/instance/WP4536	Genes related to primary cilium development (based on CRISPR)	Homo sapiens	2024-07-27	0	0	0	0	0	0
WP1992	https://www.wikipathways.org/instance/WP1992	Genes targeted by miRNAs in adipocytes	Homo sapiens	2024-03-28	0	0	0	0	0	0
WP5269	https://www.wikipathways.org/instance/WP5269	Genetic causes of porto-sinusoidal vascular disease	Homo sapiens	2024-02-05	0	0	0	0	0	0
WP2276	https://www.wikipathways.org/instance/WP2276	Glial cell differentiation	Homo sapiens	2024-03-16	0	0	0	0	1	0
WP2261	https://www.wikipathways.org/instance/WP2261	Glioblastoma signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP5452	https://www.wikipathways.org/instance/WP5452	GLP-1 from intestine and pancreas and role in glucose homeostasis	Homo sapiens	2024-03-16	0	0	0	0	0	0
WP5447	https://www.wikipathways.org/instance/WP5447	GLP-1 in pancreatic islet cells	Homo sapiens	2024-03-16	0	0	0	0	0	0
WP5446	https://www.wikipathways.org/instance/WP5446	GLP-1 secretion from intestine to portal vein	Homo sapiens	2024-03-18	0	0	0	0	0	0
WP5280	https://www.wikipathways.org/instance/WP5280	Glucocorticoid biosynthesis	Homo sapiens	2024-07-23	0	0	0	0	0	0
WP2880	https://www.wikipathways.org/instance/WP2880	Glucocorticoid receptor pathway	Homo sapiens	2021-05-22	0	0	0	0	0	0
WP5211	https://www.wikipathways.org/instance/WP5211	Glucose metabolism in triple-negative breast cancer cells	Homo sapiens	2024-07-23	0	0	0	0	0	0
WP4722	https://www.wikipathways.org/instance/WP4722	Glycerolipids and glycerophospholipids	Homo sapiens	2023-01-18	0	0	0	0	0	0
WP2533	https://www.wikipathways.org/instance/WP2533	Glycerophospholipid biosynthetic pathway	Homo sapiens	2023-05-11	0	0	0	0	0	0
WP5028	https://www.wikipathways.org/instance/WP5028	Glycine metabolism, including IMDs	Homo sapiens	2024-01-16	0	0	0	0	0	0
WP5049	https://www.wikipathways.org/instance/WP5049	Glycolysis in senescence	Homo sapiens	2023-11-15	0	0	1	1	0	0
WP4815	https://www.wikipathways.org/instance/WP4815	Glycosaminoglycan degradation	Homo sapiens	2020-05-02	0	0	1	0	0	0
WP5395	https://www.wikipathways.org/instance/WP5395	Glycosaminoglycan synthesis in fibroblasts	Homo sapiens	2024-07-22	0	0	0	0	0	0
WP5292	https://www.wikipathways.org/instance/WP5292	Glycosphingolipid metabolism	Homo sapiens	2024-07-22	0	0	1	0	0	0
WP4521	https://www.wikipathways.org/instance/WP4521	Glycosylation and related congenital defects	Homo sapiens	2024-01-30	0	0	0	0	0	0
WP5166	https://www.wikipathways.org/instance/WP5166	Glyoxylate metabolism	Homo sapiens	2024-01-30	0	0	1	1	0	0
WP5437	https://www.wikipathways.org/instance/WP5437	GNAQ pathways in port-wine stain	Homo sapiens	2024-07-29	0	0	0	0	0	0
WP455	https://www.wikipathways.org/instance/WP455	GPCRs, class A rhodopsin-like	Homo sapiens	2021-05-22	0	0	0	0	0	0
WP501	https://www.wikipathways.org/instance/WP501	GPCRs, class C metabotropic glutamate, pheromone	Homo sapiens	2021-05-22	0	0	0	0	0	0
WP117	https://www.wikipathways.org/instance/WP117	GPCRs, other	Homo sapiens	2021-05-22	0	0	1	0	0	0
WP4941	https://www.wikipathways.org/instance/WP4941	GPR143 in melanocytes and retinal pigment epithelium cells	Homo sapiens	2024-03-28	0	0	0	0	0	0
WP3958	https://www.wikipathways.org/instance/WP3958	GPR40 pathway	Homo sapiens	2021-05-18	0	0	0	0	0	0
WP5385	https://www.wikipathways.org/instance/WP5385	Growth factors and hormones in beta cell proliferation	Homo sapiens	2024-02-05	0	0	0	0	0	0
WP3627	https://www.wikipathways.org/instance/WP3627	Gut-liver indole metabolism	Homo sapiens	2021-06-25	0	0	0	0	0	0
WP3969	https://www.wikipathways.org/instance/WP3969	H19, Rb-E2F1, and CDK-beta-catenin in colorectal cancer	Homo sapiens	2024-05-11	0	0	0	0	0	0
WP2840	https://www.wikipathways.org/instance/WP2840	Hair follicle development: cytodifferentiation - stage 3 of 3	Homo sapiens	2024-07-19	0	0	0	0	0	0
WP2839	https://www.wikipathways.org/instance/WP2839	Hair follicle development: organogenesis - part 2 of 3	Homo sapiens	2021-05-22	0	0	0	0	0	0
WP5426	https://www.wikipathways.org/instance/WP5426	HDAC6 interactions in the central nervous system	Homo sapiens	2024-07-22	0	0	0	0	1	0
WP4674	https://www.wikipathways.org/instance/WP4674	Head and neck squamous cell carcinoma	Homo sapiens	2024-03-28	0	0	0	0	0	0
WP1591	https://www.wikipathways.org/instance/WP1591	Heart development	Homo sapiens	2024-05-09	0	0	0	0	0	0
WP4249	https://www.wikipathways.org/instance/WP4249	Hedgehog signaling	Homo sapiens	2024-05-22	0	0	0	0	1	1
WP47	https://www.wikipathways.org/instance/WP47	Hedgehog signaling	Homo sapiens	2024-05-22	0	0	0	0	1	1
WP2849	https://www.wikipathways.org/instance/WP2849	Hematopoietic stem cell differentiation	Homo sapiens	2024-03-16	0	0	0	0	0	0
WP3657	https://www.wikipathways.org/instance/WP3657	Hematopoietic stem cell gene regulation by GABP alpha/beta complex	Homo sapiens	2023-11-28	0	0	0	0	0	0
WP561	https://www.wikipathways.org/instance/WP561	Heme biosynthesis	Homo sapiens	2023-01-18	0	0	0	0	0	0
WP5169	https://www.wikipathways.org/instance/WP5169	Hemesynthesis defects and porphyrias	Homo sapiens	2024-01-30	0	0	0	0	0	0
WP4666	https://www.wikipathways.org/instance/WP4666	Hepatitis B infection	Homo sapiens	2024-05-11	0	0	0	0	0	0
WP3646	https://www.wikipathways.org/instance/WP3646	Hepatitis C and hepatocellular carcinoma	Homo sapiens	2024-01-30	0	0	0	0	0	0
WP313	https://www.wikipathways.org/instance/WP313	Hepatocyte growth factor receptor signaling	Homo sapiens	2021-06-01	0	0	0	0	0	0
WP4206	https://www.wikipathways.org/instance/WP4206	Hereditary leiomyomatosis and renal cell carcinoma pathway	Homo sapiens	2021-06-23	0	0	1	1	0	0
WP2645	https://www.wikipathways.org/instance/WP2645	Heroin metabolism	Homo sapiens	2017-11-21	0	0	0	0	0	0
WP3924	https://www.wikipathways.org/instance/WP3924	Hfe effect on hepcidin production	Homo sapiens	2018-02-20	0	0	0	0	1	0
WP2456	https://www.wikipathways.org/instance/WP2456	HIF1A and PPARG regulation of glycolysis	Homo sapiens	2024-07-29	0	0	1	1	0	0
WP4860	https://www.wikipathways.org/instance/WP4860	Hijack of ubiquitination by SARS-CoV-2	Homo sapiens	2024-07-22	0	0	0	0	0	0
WP4751	https://www.wikipathways.org/instance/WP4751	HIPK2 in kidney fibrosis	Homo sapiens	2022-01-04	0	0	1	1	0	0
WP4540	https://www.wikipathways.org/instance/WP4540	Hippo signaling regulation	Homo sapiens	2024-05-23	0	0	0	0	0	0
WP4541	https://www.wikipathways.org/instance/WP4541	Hippo-Merlin signaling dysregulation	Homo sapiens	2024-01-30	0	0	0	0	0	0
WP4537	https://www.wikipathways.org/instance/WP4537	Hippo-YAP signaling	Homo sapiens	2023-08-18	0	0	0	0	0	0
WP5231	https://www.wikipathways.org/instance/WP5231	Hippocampal synaptogenesis and neurogenesis	Homo sapiens	2024-07-23	0	0	0	0	1	0
WP2369	https://www.wikipathways.org/instance/WP2369	Histone modifications	Homo sapiens	2024-02-05	0	0	1	1	1	1
WP186	https://www.wikipathways.org/instance/WP186	Homologous recombination	Homo sapiens	2023-04-20	0	0	0	0	0	0
WP4194	https://www.wikipathways.org/instance/WP4194	Hormonal control of pubertal growth spurt	Homo sapiens	2021-06-23	0	0	0	0	0	0
WP4864	https://www.wikipathways.org/instance/WP4864	Host-pathogen interaction of human coronaviruses - apoptosis	Homo sapiens	2021-05-08	0	0	0	0	0	0
WP4863	https://www.wikipathways.org/instance/WP4863	Host-pathogen interaction of human coronaviruses - autophagy	Homo sapiens	2021-05-08	0	0	0	0	0	0
WP4880	https://www.wikipathways.org/instance/WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	Homo sapiens	2024-02-19	0	0	0	0	0	0
WP4877	https://www.wikipathways.org/instance/WP4877	Host-pathogen interaction of human coronaviruses - MAPK signaling	Homo sapiens	2021-06-22	0	0	0	0	0	0
WP5445	https://www.wikipathways.org/instance/WP5445	Hunger and satiety	Homo sapiens	2024-03-16	0	0	0	0	0	0
WP516	https://www.wikipathways.org/instance/WP516	Hypertrophy model	Homo sapiens	2023-04-19	0	0	0	0	0	0
WP3668	https://www.wikipathways.org/instance/WP3668	Hypothesized pathways in pathogenesis of cardiovascular disease	Homo sapiens	2024-02-26	0	0	0	0	0	0
WP3655	https://www.wikipathways.org/instance/WP3655	Hypothetical craniofacial development pathway	Homo sapiens	2024-03-26	0	0	0	0	0	0
WP2943	https://www.wikipathways.org/instance/WP2943	Hypoxia-mediated EMT and stemness	Homo sapiens	2024-02-22	0	0	0	0	0	0
WP53	https://www.wikipathways.org/instance/WP53	ID signaling	Homo sapiens	2024-05-22	0	0	0	0	1	0
WP5414	https://www.wikipathways.org/instance/WP5414	IDO metabolic pathway	Homo sapiens	2024-01-21	0	0	0	0	0	0
WP2865	https://www.wikipathways.org/instance/WP2865	IL1 and megakaryocytes in obesity	Homo sapiens	2022-01-11	0	0	0	0	0	0
WP2332	https://www.wikipathways.org/instance/WP2332	IL11 signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP2112	https://www.wikipathways.org/instance/WP2112	IL17 signaling	Homo sapiens	2024-05-22	0	1	0	0	0	0
WP4754	https://www.wikipathways.org/instance/WP4754	IL18 signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP5422	https://www.wikipathways.org/instance/WP5422	IL19 signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP5347	https://www.wikipathways.org/instance/WP5347	IL26 signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP286	https://www.wikipathways.org/instance/WP286	IL3 signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP205	https://www.wikipathways.org/instance/WP205	IL7 signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP22	https://www.wikipathways.org/instance/WP22	IL9 signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP3640	https://www.wikipathways.org/instance/WP3640	Imatinib and chronic myeloid leukemia	Homo sapiens	2024-07-28	0	0	0	0	0	0
WP5285	https://www.wikipathways.org/instance/WP5285	Immune infiltration in pancreatic cancer	Homo sapiens	2024-01-30	0	0	0	0	0	0
WP4197	https://www.wikipathways.org/instance/WP4197	Immune response to tuberculosis	Homo sapiens	2024-07-18	0	0	0	0	0	0
WP5120	https://www.wikipathways.org/instance/WP5120	Inclusion body myositis	Homo sapiens	2023-02-14	0	0	0	0	0	0
WP5336	https://www.wikipathways.org/instance/WP5336	Induction of autophagy and toll-like receptor signaling by graphene oxide	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP5198	https://www.wikipathways.org/instance/WP5198	Inflammatory bowel disease signaling	Homo sapiens	2024-05-31	0	0	0	0	0	0
WP4844	https://www.wikipathways.org/instance/WP4844	Influence of laminopathies on Wnt signaling	Homo sapiens	2024-07-22	0	0	0	0	0	0
WP1438	https://www.wikipathways.org/instance/WP1438	Influenza A virus infection	Homo sapiens	2019-12-11	0	0	0	0	0	0
WP4301	https://www.wikipathways.org/instance/WP4301	Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells	Homo sapiens	2024-07-28	0	0	0	0	0	0
WP3414	https://www.wikipathways.org/instance/WP3414	Initiation of transcription and translation elongation at the HIV-1 LTR	Homo sapiens	2024-03-28	0	0	0	0	0	0
WP3635	https://www.wikipathways.org/instance/WP3635	Insulin signaling in adipocytes (diabetic condition)	Homo sapiens	2021-05-09	0	0	1	0	0	0
WP3634	https://www.wikipathways.org/instance/WP3634	Insulin signaling in adipocytes (normal condition)	Homo sapiens	2021-05-09	0	0	0	0	0	0
WP1971	https://www.wikipathways.org/instance/WP1971	Integrated cancer pathway	Homo sapiens	2023-04-28	0	0	0	0	0	0
WP185	https://www.wikipathways.org/instance/WP185	Integrin-mediated cell adhesion	Homo sapiens	2023-04-20	0	0	0	0	1	1
WP4559	https://www.wikipathways.org/instance/WP4559	Interactions between immune cells and microRNAs in tumor microenvironment	Homo sapiens	2024-07-27	0	0	0	0	0	0
WP3670	https://www.wikipathways.org/instance/WP3670	Interactions between LOXL4 and oxidative stress pathway	Homo sapiens	2021-05-22	0	0	1	1	0	0
WP5092	https://www.wikipathways.org/instance/WP5092	Interactions of natural killer cells in pancreatic cancer	Homo sapiens	2024-07-27	0	0	0	0	0	0
WP2916	https://www.wikipathways.org/instance/WP2916	Interactome of polycomb repressive complex 2 (PRC2)	Homo sapiens	2019-05-24	0	0	0	0	0	0
WP585	https://www.wikipathways.org/instance/WP585	Interferon type I signaling	Homo sapiens	2024-07-22	0	0	0	0	0	0
WP4558	https://www.wikipathways.org/instance/WP4558	Interferon-mediated signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP4856	https://www.wikipathways.org/instance/WP4856	Intracellular trafficking proteins involved in CMT neuropathy	Homo sapiens	2024-04-23	0	0	0	0	0	0
WP4532	https://www.wikipathways.org/instance/WP4532	Intraflagellar transport proteins binding to dynein	Homo sapiens	2024-07-27	0	0	0	0	0	0
WP5372	https://www.wikipathways.org/instance/WP5372	Involvement of δ-secretase in neurodegenerative diseases	Homo sapiens	2024-05-09	0	0	0	0	0	0
WP229	https://www.wikipathways.org/instance/WP229	Irinotecan pathway	Homo sapiens	2024-02-18	0	0	0	0	0	0
WP5172	https://www.wikipathways.org/instance/WP5172	Iron metabolism disorders	Homo sapiens	2024-01-30	0	0	1	0	0	0
WP2007	https://www.wikipathways.org/instance/WP2007	Iron metabolism in placenta	Homo sapiens	2019-09-12	0	0	0	0	0	0
WP5152	https://www.wikipathways.org/instance/WP5152	Iron-sulfur cluster biogenesis	Homo sapiens	2023-03-25	0	0	0	0	0	0
WP5311	https://www.wikipathways.org/instance/WP5311	Isoglobo series sphingolipids	Homo sapiens	2024-07-22	0	0	0	0	0	0
WP5358	https://www.wikipathways.org/instance/WP5358	JAK-STAT signaling in the regulation of beta cells	Homo sapiens	2024-02-05	0	0	0	0	0	0
WP4656	https://www.wikipathways.org/instance/WP4656	Joubert syndrome	Homo sapiens	2024-07-22	0	0	0	0	1	0
WP5074	https://www.wikipathways.org/instance/WP5074	Kallmann syndrome	Homo sapiens	2023-11-11	0	0	0	0	0	0
WP5360	https://www.wikipathways.org/instance/WP5360	KCNQ2-related epilepsies	Homo sapiens	2024-01-24	0	0	0	0	0	0
WP3933	https://www.wikipathways.org/instance/WP3933	Kennedy pathway from sphingolipids	Homo sapiens	2023-11-09	0	0	0	0	0	0
WP5089	https://www.wikipathways.org/instance/WP5089	Kinin-Kallikrein pathway	Homo sapiens	2024-03-10	0	0	0	0	0	0
WP4871	https://www.wikipathways.org/instance/WP4871	Kisspeptin/kisspeptin receptor system in the ovary	Homo sapiens	2024-02-22	0	0	0	0	0	0
WP304	https://www.wikipathways.org/instance/WP304	Kit receptor signaling	Homo sapiens	2024-05-22	0	0	0	0	0	0
WP5351	https://www.wikipathways.org/instance/WP5351	Kleefstra syndrome	Homo sapiens	2024-07-25	0	0	0	0	1	0
WP4236	https://www.wikipathways.org/instance/WP4236	Krebs cycle disorders	Homo sapiens	2024-01-30	0	0	1	1	0	0
WP5044	https://www.wikipathways.org/instance/WP5044	Kynurenine pathway and links to cell senescence	Homo sapiens	2024-07-22	0	0	1	1	0	0
WP5239	https://www.wikipathways.org/instance/WP5239	Lac-Phe pathway	Homo sapiens	2022-12-10	0	0	0	0	0	0
WP5314	https://www.wikipathways.org/instance/WP5314	Lactate shuttle in glial cells	Homo sapiens	2024-07-23	0	0	0	0	1	0
WP5303	https://www.wikipathways.org/instance/WP5303	Lacto series sphingolipid metabolism	Homo sapiens	2024-07-22	0	0	0	0	0	0
WP4299	https://www.wikipathways.org/instance/WP4299	Lamin A processing pathway	Homo sapiens	2024-02-23	0	0	0	0	0	0
